host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,high_demand,amenities_count,host_days_active,days_since_last_review,days_since_first_review,Wifi,Kitchen,Refrigerator,Air conditioning,Heating,Washer,Dryer,TV,Private entrance,Smoke alarm,Fire extinguisher,Iron,Shampoo,Dishwasher,Pool,Elevator,Breakfast,Pets allowed,Paid parking on premises,Free parking on premises,Bikes,property_category
within a day,95-100%,70-89%,f,1,1,t,Oud-Oost,Entire home/apt,4,1.0,2.0,2.0,4,29,5.0,8,26,26,26,3,3,0,5.0,4.67,5.0,5.0,5.0,4.33,4.67,f,1,1,0,0,0.99,0,29,2762,1-6 months,0-1 year,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Centrum-West,Entire home/apt,2,1.0,1.0,1.0,4,30,4.0,0,0,0,94,2,2,0,4.5,5.0,4.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.43,0,18,1378,1-6 months,0-1 year,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,50-79%,0-49%,f,2,2,t,Zuid,Entire home/apt,3,1.0,1.0,0.0,1,365,1.0,28,58,88,268,3,3,0,5.0,5.0,4.67,5.0,5.0,4.67,4.33,f,2,1,1,0,0.64,0,39,3790,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within a day,50-79%,70-89%,t,2,2,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,1,365,40.6,0,0,0,159,5,5,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,2,2,0,0,1.67,0,49,2355,1-6 months,0-1 year,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within a day,50-79%,70-89%,t,2,2,t,Zuid,Entire home/apt,2,1.0,1.0,0.0,1,365,89.0,0,4,34,309,8,8,0,4.75,4.88,4.88,5.0,4.5,4.88,4.75,f,2,2,0,0,1.41,0,46,2355,1-6 months,0-1 year,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,1,30,1.0,0,4,34,124,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,17,4141,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,t,5,31,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,30,365,30.0,29,59,89,178,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,6,2583,no reviews,no reviews,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,3,t,Oud-Noord,Entire home/apt,4,1.0,1.0,1.0,2,8,3.1,0,0,0,53,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,4.67,f,1,1,0,0,0.88,0,32,4324,1-6 months,0-1 year,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,2,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,0.0,2,25,2.0,0,0,22,185,3,3,0,4.67,4.67,5.0,4.67,5.0,4.67,4.67,f,1,1,0,0,0.63,0,41,1111,1-6 months,0-1 year,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,50-69%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.5,1.0,1.0,2,365,2.0,5,25,25,50,8,8,0,5.0,5.0,5.0,4.88,5.0,4.75,4.75,f,1,1,0,0,1.19,0,32,2899,1-6 months,0-1 year,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,3,t,Slotervaart,Entire home/apt,4,1.5,3.0,3.0,2,30,4.1,4,16,28,38,5,5,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.02,0,45,3413,0-1 month,0-1 year,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Zuid,Entire home/apt,2,1.0,1.0,0.0,2,365,2.0,0,0,11,11,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.69,0,39,204,1-6 months,0-1 year,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,0-49%,0-49%,f,1,2,t,Centrum-West,Entire home/apt,2,1.0,1.0,2.0,2,20,2.0,29,59,89,269,2,2,0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,f,1,1,0,0,0.39,0,22,1051,1-6 months,0-1 year,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,70-89%,f,1,6,t,Centrum-West,Entire home/apt,4,1.0,3.0,5.0,1,1,1.0,0,0,0,188,6,6,0,5.0,4.83,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,1.13,0,16,3552,1-6 months,0-1 year,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,4,t,Centrum-Oost,Entire home/apt,3,1.0,1.0,2.0,9,30,9.0,0,0,0,30,4,4,0,5.0,4.75,4.0,4.75,5.0,4.75,4.5,f,1,1,0,0,0.82,0,44,4435,1-6 months,0-1 year,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,50-69%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,1,90,1.0,28,58,88,363,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.71,0,43,3364,1-6 months,0-1 year,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,1,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,1,365,1.0,28,58,88,268,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,7,3475,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,90-100%,t,1,1,t,Noord-Oost,Private room,2,1.0,1.0,1.0,2,365,1.9,18,43,71,264,41,41,4,4.88,4.8,4.85,4.88,4.85,4.66,4.63,t,1,0,1,0,6.34,0,37,201,0-1 month,0-1 year,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,apartment
within an hour,95-100%,0-49%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Private room,1,2.0,1.0,1.0,2,5,2.0,6,6,6,26,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,0,1,0,0.45,0,5,3078,no reviews,no reviews,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,apartment
within a day,50-79%,0-49%,f,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,1.0,1,30,1.0,0,3,3,31,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,36,2883,no reviews,no reviews,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,70-89%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,5,30,4.0,0,0,0,40,4,4,0,5.0,5.0,5.0,4.5,5.0,5.0,4.5,f,1,1,0,0,0.78,0,39,1963,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-West,Entire home/apt,3,1.0,2.0,2.0,3,7,3.0,27,57,87,87,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,8,3576,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,2,t,De Baarsjes - Oud-West,Entire home/apt,2,1.0,1.0,1.0,3,15,3.1,0,3,20,57,3,3,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.54,0,27,3870,0-1 month,0-1 year,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,Centrum-West,Entire home/apt,3,1.0,2.0,2.0,5,365,5.1,3,3,3,13,4,4,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.78,0,8,1268,1-6 months,0-1 year,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,1,12,1.0,0,3,9,9,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,1,0,0,0.51,0,32,3538,1-6 months,0-1 year,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,50-79%,0-49%,f,1,1,t,Oud-Noord,Entire home/apt,2,1.0,1.0,1.0,1,60,1.0,29,59,89,260,3,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.46,0,23,3206,1-6 months,0-1 year,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,3,365,3.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.16,0,32,4145,6 months-1 year,0-1 year,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,0-49%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,3,1.0,2.0,3.0,1,21,1.0,29,59,89,179,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.18,0,44,797,1-6 months,0-1 year,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Noord-West,Entire home/apt,5,1.0,2.0,2.0,3,365,3.0,6,36,66,66,3,3,0,4.67,4.67,3.33,5.0,4.67,5.0,4.67,f,1,1,0,0,0.67,0,52,203,1-6 months,0-1 year,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Oud-Noord,Entire home/apt,4,1.0,3.0,0.0,2,30,2.0,0,0,0,0,4,4,0,5.0,5.0,4.5,5.0,5.0,4.5,4.5,f,1,1,0,0,0.91,0,22,199,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a few hours,95-100%,50-69%,f,1,1,t,Westerpark,Entire home/apt,4,1.0,2.0,3.0,4,30,4.0,1,14,14,14,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.35,0,53,2182,1-6 months,0-1 year,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,3,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,1.0,3,14,3.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,10,3566,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.5,2.0,2.0,2,365,2.0,0,0,0,0,8,8,2,4.75,5.0,4.75,4.75,5.0,4.88,4.63,f,1,1,0,0,1.56,0,34,1165,0-1 month,0-1 year,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,8,14,t,Centrum-West,Private room,4,1.0,2.0,1.0,2,365,2.0,0,10,40,40,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,7,6,1,0,0.45,0,11,220,no reviews,no reviews,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,apartment
within a day,50-79%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,3,1.0,1.0,2.0,4,365,3.9,26,56,86,266,7,7,0,5.0,4.86,5.0,5.0,5.0,5.0,4.86,f,1,1,0,0,1.33,0,30,2582,1-6 months,0-1 year,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Noord,Entire home/apt,4,1.5,3.0,4.0,5,30,5.0,7,7,7,7,3,3,0,4.67,5.0,5.0,5.0,5.0,4.67,4.67,f,1,1,0,0,0.67,0,7,3373,1-6 months,0-1 year,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within a few hours,95-100%,90-100%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,4,1.0,2.0,0.0,2,365,2.0,16,16,16,16,3,3,0,5.0,4.67,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0,0.58,0,55,936,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,2,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,1,365,1.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,5,3509,no reviews,no reviews,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,2,t,De Baarsjes - Oud-West,Entire home/apt,4,2.0,4.0,0.0,3,365,3.0,0,0,0,16,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,42,2752,no reviews,no reviews,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,7,30,7.0,28,58,88,268,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,8,199,no reviews,no reviews,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,luxury_apartments
a few days or more,0-49%,0-49%,f,1,1,t,Oud-Noord,Entire home/apt,2,1.0,1.0,1.0,1,10,1.0,29,59,89,364,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,7,2739,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,luxury_apartments
within a day,50-79%,0-49%,f,1,1,t,Westerpark,Entire home/apt,2,1.0,1.0,1.0,2,30,2.0,13,13,20,20,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.36,0,30,2787,1-6 months,0-1 year,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Zuid,Entire home/apt,2,1.0,1.0,1.0,3,17,3.0,0,0,0,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.16,0,25,197,6 months-1 year,0-1 year,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,1,365,1.0,0,0,0,2,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,10,3818,no reviews,no reviews,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,2.0,3,30,3.0,5,35,65,340,6,6,0,5.0,5.0,4.83,5.0,5.0,5.0,4.67,f,1,1,0,0,1.04,0,38,2588,1-6 months,0-1 year,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,1.0,2.0,2.0,3,7,3.0,5,35,65,65,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,32,4169,no reviews,no reviews,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Zuid,Entire home/apt,4,1.0,3.0,3.0,1,365,2.0,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.47,0,7,197,1-6 months,0-1 year,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Oud-Oost,Entire home/apt,4,1.0,2.0,2.0,2,365,2.0,4,16,16,160,11,11,0,4.91,4.91,4.73,5.0,4.82,4.73,4.64,f,1,1,0,0,1.69,0,40,3098,1-6 months,0-1 year,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,2,t,Watergraafsmeer,Entire home/apt,2,1.0,1.0,1.0,21,35,21.0,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,25,3838,no reviews,no reviews,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Buitenveldert - Zuidas,Entire home/apt,4,2.0,3.0,3.0,10,14,10.0,17,23,27,207,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,36,3770,no reviews,no reviews,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,luxury_apartments
within a day,95-100%,0-49%,f,1,3,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,1.0,14,365,13.8,0,7,7,7,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,f,1,1,0,0,0.34,0,33,3595,1-6 months,0-1 year,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,1,1,t,Oud-Oost,Entire home/apt,2,1.0,1.0,1.0,2,365,2.0,0,0,0,0,8,8,0,5.0,5.0,4.88,4.88,5.0,4.75,5.0,f,1,1,0,0,1.3,0,30,3423,1-6 months,0-1 year,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,1,t,Zuid,Entire home/apt,4,1.0,2.0,1.0,2,1125,2.0,0,0,0,0,3,3,0,5.0,5.0,5.0,5.0,5.0,4.33,4.33,f,1,1,0,0,0.54,0,31,877,1-6 months,0-1 year,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,50-69%,f,1,3,t,Centrum-West,Entire home/apt,4,1.0,1.0,1.0,30,365,29.7,0,0,0,0,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,6,4175,no reviews,no reviews,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within a day,95-100%,0-49%,f,1,1,t,Noord-West,Entire home/apt,2,1.0,2.0,1.0,4,28,4.0,5,35,59,59,3,3,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.67,0,38,3452,1-6 months,0-1 year,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,luxury_apartments
a few days or more,0-49%,0-49%,f,1,1,t,De Pijp - Rivierenbuurt,Entire home/apt,7,1.0,3.0,1.0,4,365,4.0,13,13,13,131,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.27,0,23,3946,1-6 months,0-1 year,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,luxury_apartments
within a day,50-79%,0-49%,f,1,1,t,De Baarsjes - Oud-West,Entire home/apt,3,1.0,1.0,0.0,6,30,6.0,23,53,83,83,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.19,0,11,2287,1-6 months,0-1 year,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,2,3,t,De Pijp - Rivierenbuurt,Entire home/apt,4,1.0,2.0,2.0,2,14,2.0,3,24,24,24,4,4,0,4.75,4.75,4.25,5.0,5.0,5.0,4.5,f,1,1,0,0,0.69,0,44,2694,1-6 months,0-1 year,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Bijlmer-Oost,Entire home/apt,4,1.0,2.0,1.0,3,3,3.0,0,0,0,0,7,7,0,4.71,4.71,4.71,4.71,5.0,3.57,4.0,f,1,1,0,0,1.3,0,20,2588,1-6 months,0-1 year,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,90-100%,f,2,2,t,De Baarsjes - Oud-West,Private room,2,1.0,1.0,2.0,2,365,2.0,16,46,76,112,22,22,1,4.5,4.64,4.32,4.91,4.68,4.86,4.41,t,2,0,2,0,3.67,0,8,353,0-1 month,0-1 year,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,apartment
within a day,95-100%,0-49%,f,1,2,t,Bos en Lommer,Entire home/apt,3,1.0,2.0,2.0,3,15,3.0,5,5,5,5,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,1,1,0,0,0.18,0,42,4223,1-6 months,0-1 year,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within a day,95-100%,70-89%,f,1,1,t,Slotervaart,Entire home/apt,3,1.0,2.0,2.0,2,365,2.0,15,19,49,229,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.39,0,30,1329,1-6 months,0-1 year,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Centrum-Oost,Entire home/apt,4,1.0,4.0,1.0,3,23,3.0,0,0,0,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,1.54,0,11,3351,1-6 months,0-1 year,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,Bos en Lommer,Entire home/apt,2,1.0,1.0,0.0,2,30,2.0,26,46,76,236,8,8,1,4.88,4.88,4.63,4.88,5.0,5.0,4.75,f,1,1,0,0,1.33,0,38,646,0-1 month,0-1 year,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,luxury_apartments
within a day,95-100%,50-69%,f,4,5,t,De Pijp - Rivierenbuurt,Entire home/apt,2,1.0,1.0,1.0,1,365,1.0,0,3,10,14,7,7,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,4,3,1,0,1.14,0,32,3192,1-6 months,0-1 year,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,1,1,t,Centrum-West,Private room,2,1.0,1.0,1.0,3,30,3.4,20,47,72,271,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,0,1,0,0.45,0,1,1528,no reviews,no reviews,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,apartment
within a day,95-100%,90-100%,f,1,1,t,Noord-West,Entire home/apt,4,1.0,3.0,3.0,1,21,1.0,0,0,0,89,5,5,0,4.8,4.6,4.2,5.0,5.0,4.6,4.2,f,1,1,0,0,1.19,0,47,4313,1-6 months,0-1 year,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,luxury_apartments
within an hour,95-100%,70-89%,f,1,1,t,IJburg - Zeeburgereiland,Entire home/apt,4,2.0,3.0,0.0,5,30,5.0,23,53,83,83,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,22,390,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,3,t,De Baarsjes - Oud-West,Entire home/apt,4,1.5,2.0,3.0,3,30,3.0,4,4,4,4,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,1,1,0,0,0.2,0,43,3939,1-6 months,0-1 year,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,luxury_apartments
within an hour,95-100%,90-100%,t,5,6,t,Oud-Oost,Entire home/apt,4,1.0,2.0,2.0,7,181,7.0,0,13,43,318,11,11,0,5.0,5.0,4.82,5.0,5.0,4.91,4.73,t,5,5,0,0,2.21,0,59,3660,1-6 months,0-1 year,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,luxury_apartments
within an hour,95-100%,0-49%,f,1,1,t,Watergraafsmeer,Entire home/apt,2,1.0,2.0,1.0,1,365,1.0,0,8,8,23,0,0,0,4.92,4.92,4.87,4.97,5.0,4.88,4.7,f,1,1,0,0,0.45,0,5,1216,no reviews,no reviews,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,luxury_apartments
within an hour,95-100%,90-100%,f,3,3,t,Noord-Oost,Entire home/apt,4,1.0,2.0,2.0,2,1125,2.0,10,20,42,264,32,32,2,4.47,4.56,4.56,4.47,4.78,4.22,4.38,f,2,2,0,0,5.39,0,23,1023,0-1 month,0-1 year,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,luxury_apartments
